ID,AGE,HOMEKIDS,INCOME_0,HOME_VAL_0,TRAVTIME,BLUEBOOK_0,TIF,CLM_FREQ,MVR_PTS,CLM_AMT_0,CAR_AGE,CLAIM_FLAG,CLAIM_FLAG_CAT,BIRTH,PARENT1,MSTATUS,GENDER,EDUCATION,OCCUPATION,CAR_USE,CAR_TYPE,RED_CAR,REVOKED,URBANICITY
573751437,35.0,0,64890.0,0.0,36,7990.0,8,0,1,0.0,12.0,0,NO_CLAIM,14-Dec-65,false,Yes,F,Bachelors,Professional,Private,SUV,false,false,Highly Rural/ Rural
483050926,32.0,1,31275.0,118160.0,26,10030.0,1,0,0,4486.0,1.0,1,CLAIM,17-Apr-67,false,Yes,F,High School,Clerical,Private,SUV,false,false,Highly Urban/ Urban
146989842,44.0,2,45488.0,219378.0,16,22090.0,17,0,0,0.0,12.0,0,NO_CLAIM,9-Apr-55,false,Yes,M,Bachelors,Manager,Private,Minivan,false,false,Highly Urban/ Urban
146989842,49.0,0,69515.0,238630.0,27,17520.0,7,0,1,0.0,9.0,0,NO_CLAIM,9-Apr-55,false,Yes,M,Bachelors,Manager,Private,Minivan,false,false,Highly Urban/ Urban
742435591,35.0,0,72193.0,0.0,26,12220.0,6,0,3,0.0,12.0,0,NO_CLAIM,5-Apr-64,false,No,F,Bachelors,Clerical,Private,SUV,false,false,Highly Urban/ Urban
915517588,40.0,2,,98777.0,15,14130.0,6,2,4,0.0,12.0,0,NO_CLAIM,6-May-59,false,Yes,F,Masters,Home Maker,Private,SUV,false,true,Highly Rural/ Rural
915517588,41.0,2,10758.0,92197.0,41,22210.0,7,0,2,0.0,12.0,0,NO_CLAIM,6-May-59,false,Yes,F,Masters,Home Maker,Private,SUV,false,true,Highly Rural/ Rural
756785495,54.0,0,33212.0,158432.0,27,24000.0,4,0,5,4901.0,,1,CLAIM,15-May-45,false,Yes,M,High School,Blue Collar,Commercial,Panel Truck,false,false,Highly Urban/ Urban
66662029,49.0,0,49244.0,163444.0,30,15880.0,1,0,1,0.0,1.0,0,NO_CLAIM,14-Feb-50,false,Yes,M,Bachelors,Clerical,Private,Minivan,false,false,Highly Urban/ Urban
294816298,36.0,2,130540.0,344195.0,5,27200.0,4,0,0,0.0,9.0,0,NO_CLAIM,3-Aug-63,true,No,F,Bachelors,Blue Collar,Commercial,Minivan,false,false,Highly Rural/ Rural
294816298,36.0,2,130540.0,344195.0,5,35990.0,1,0,0,0.0,9.0,0,NO_CLAIM,3-Aug-63,true,No,F,Bachelors,Blue Collar,Commercial,Minivan,false,false,Highly Rural/ Rural
686791659,52.0,0,51278.0,230340.0,37,1500.0,4,0,1,0.0,10.0,0,NO_CLAIM,7-May-47,false,Yes,F,Bachelors,Professional,Private,SUV,false,false,Highly Urban/ Urban
686791659,53.0,0,94786.0,331854.0,55,12060.0,1,1,3,0.0,11.0,0,NO_CLAIM,7-May-47,false,Yes,F,Bachelors,Professional,Private,SUV,false,false,Highly Urban/ Urban
269341556,41.0,0,92842.0,286113.0,12,25810.0,6,2,5,0.0,15.0,0,NO_CLAIM,28-Sep-58,false,No,M,Masters,,Commercial,Panel Truck,false,false,Highly Urban/ Urban
396972296,39.0,0,35081.0,202839.0,38,16640.0,4,0,0,0.0,13.0,0,NO_CLAIM,26-Jul-60,false,Yes,M,Bachelors,Blue Collar,Commercial,Van,true,false,Highly Urban/ Urban
396972296,40.0,0,27073.0,126366.0,38,24870.0,4,0,0,0.0,1.0,0,NO_CLAIM,26-Jul-60,false,Yes,M,Bachelors,Blue Collar,Commercial,Van,true,false,Highly Urban/ Urban
364483168,56.0,0,0.0,63827.0,65,13220.0,1,0,0,0.0,12.0,0,NO_CLAIM,9-Apr-43,false,Yes,F,PhD,Home Maker,Private,Minivan,false,false,Highly Rural/ Rural
866093378,49.0,0,115044.0,311980.0,18,17900.0,1,0,0,0.0,14.0,0,NO_CLAIM,7-Mar-50,false,No,F,PhD,Doctor,Private,Minivan,false,false,Highly Urban/ Urban
515421877,38.0,0,37754.0,138823.0,47,12080.0,1,0,2,0.0,9.0,0,NO_CLAIM,30-May-61,false,Yes,F,High School,Clerical,Private,SUV,false,false,Highly Rural/ Rural
173737852,43.0,2,145353.0,418785.0,38,29450.0,6,0,0,0.0,15.0,0,NO_CLAIM,1-Jun-56,false,Yes,F,Masters,,Commercial,Van,false,false,Highly Urban/ Urban
745183922,50.0,0,167469.0,0.0,22,34150.0,4,0,3,0.0,1.0,0,NO_CLAIM,30-Jun-49,false,No,F,PhD,Doctor,Private,Sports Car,false,false,Highly Urban/ Urban
745183922,52.0,0,67096.0,0.0,38,13410.0,6,0,0,0.0,15.0,0,NO_CLAIM,30-Jun-49,false,No,F,PhD,Doctor,Private,Sports Car,false,false,Highly Urban/ Urban
298271736,63.0,0,121398.0,343410.0,10,16270.0,1,0,0,0.0,11.0,0,NO_CLAIM,4-Nov-36,false,Yes,F,PhD,Doctor,Private,SUV,false,false,Highly Urban/ Urban
70821537,52.0,0,0.0,87925.0,48,9280.0,1,0,1,0.0,6.0,0,NO_CLAIM,12-Aug-47,false,No,F,High School,Student,Commercial,SUV,false,false,Highly Rural/ Rural
258951025,35.0,0,14508.0,0.0,22,6450.0,1,0,0,0.0,7.0,0,NO_CLAIM,24-Oct-64,false,Yes,M,Bachelors,Student,Commercial,Pickup,false,false,Highly Urban/ Urban
807174588,43.0,0,75338.0,270555.0,40,23080.0,1,0,0,0.0,8.0,0,NO_CLAIM,16-Nov-56,false,Yes,F,Bachelors,Manager,Private,Sports Car,false,false,Highly Urban/ Urban
514538041,41.0,0,32774.0,0.0,44,20120.0,4,0,0,0.0,1.0,0,NO_CLAIM,6-Oct-58,false,No,F,High School,Clerical,Private,Minivan,false,false,Highly Rural/ Rural
25561360,40.0,0,57474.0,186418.0,5,29270.0,4,0,1,0.0,5.0,0,NO_CLAIM,8-Apr-59,false,Yes,M,Bachelors,Clerical,Commercial,Panel Truck,true,false,Highly Urban/ Urban
753037176,31.0,1,26520.0,154493.0,62,4600.0,6,0,2,0.0,5.0,0,NO_CLAIM,7-Aug-68,false,Yes,M,Bachelors,Student,Commercial,Minivan,true,false,Highly Urban/ Urban
883748009,47.0,0,18444.0,0.0,35,19450.0,6,2,5,0.0,,0,NO_CLAIM,27-Oct-52,false,Yes,F,High School,Student,Commercial,SUV,false,false,Highly Urban/ Urban
31827166,53.0,0,107259.0,343700.0,36,29230.0,10,0,0,0.0,15.0,0,NO_CLAIM,6-Jan-46,false,Yes,M,Masters,Professional,Private,Minivan,true,false,Highly Urban/ Urban
680782638,39.0,3,34046.0,183383.0,33,4040.0,6,0,0,0.0,5.0,0,NO_CLAIM,5-Jun-60,false,Yes,F,High School,Clerical,Private,SUV,false,false,Highly Rural/ Rural
883604551,33.0,3,32364.0,152894.0,40,12270.0,18,0,3,0.0,1.0,0,NO_CLAIM,20-May-66,false,Yes,M,High School,Clerical,Private,Minivan,true,false,Highly Urban/ Urban
883604551,34.0,3,56095.0,186866.0,58,6970.0,6,0,0,599.0,5.0,1,CLAIM,20-May-66,false,Yes,M,High School,Clerical,Private,Minivan,true,false,Highly Urban/ Urban
714473703,59.0,0,106775.0,,10,31930.0,1,0,0,0.0,,0,NO_CLAIM,2-Jan-40,false,No,M,Masters,Lawyer,Private,Minivan,true,false,Highly Urban/ Urban
213057541,42.0,0,52988.0,176275.0,24,23450.0,1,0,2,0.0,11.0,0,NO_CLAIM,29-Jan-57,false,Yes,M,High School,Blue Collar,Commercial,Minivan,false,false,Highly Rural/ Rural
885280620,40.0,0,16989.0,0.0,20,12230.0,4,1,13,6100.0,6.0,1,CLAIM,26-Apr-59,false,No,M,High School,Blue Collar,Commercial,Pickup,true,true,Highly Urban/ Urban
931739722,41.0,2,17755.0,148815.0,29,14480.0,1,0,2,0.0,1.0,0,NO_CLAIM,15-Jul-58,true,No,F,High School,Clerical,Private,Minivan,true,true,Highly Urban/ Urban
931739722,46.0,0,83790.0,266852.0,53,16450.0,6,3,3,3542.0,10.0,1,CLAIM,15-Jul-58,true,No,F,High School,Clerical,Private,Minivan,true,true,Highly Urban/ Urban
939401184,37.0,2,,0.0,62,9360.0,4,0,0,6195.0,,1,CLAIM,20-Jan-62,true,No,F,High School,Blue Collar,Commercial,Sports Car,false,false,Highly Urban/ Urban
939401184,37.0,2,,0.0,62,16790.0,1,2,7,1941.0,,1,CLAIM,20-Jan-62,true,No,F,High School,Blue Collar,Commercial,Sports Car,false,false,Highly Urban/ Urban
840809480,36.0,3,56048.0,137836.0,15,10700.0,6,2,2,0.0,16.0,0,NO_CLAIM,29-Jun-63,false,Yes,M,Masters,Lawyer,Private,Minivan,false,false,Highly Urban/ Urban
800426023,44.0,2,16352.0,134164.0,37,10520.0,1,1,1,8841.0,1.0,1,CLAIM,2-Dec-54,false,Yes,F,High School,Home Maker,Private,SUV,false,false,Highly Urban/ Urban
800426023,44.0,2,16352.0,134164.0,37,9760.0,1,1,0,56400.0,1.0,1,CLAIM,2-Dec-54,false,Yes,F,High School,Home Maker,Private,SUV,false,false,Highly Urban/ Urban
14827139,56.0,0,44760.0,164852.0,30,21770.0,13,0,0,0.0,6.0,0,NO_CLAIM,7-Feb-43,false,Yes,M,Bachelors,Manager,Private,Minivan,true,false,Highly Urban/ Urban
212687745,45.0,1,63952.0,196368.0,50,32340.0,6,2,0,2117.0,13.0,1,CLAIM,30-Dec-53,false,Yes,F,Masters,Lawyer,Private,Van,false,true,Highly Urban/ Urban
212687745,45.0,1,63952.0,196368.0,50,14620.0,1,2,0,0.0,13.0,0,NO_CLAIM,30-Dec-53,false,Yes,F,Masters,Lawyer,Private,Van,false,true,Highly Urban/ Urban
224701093,34.0,3,22510.0,123888.0,26,14690.0,4,0,0,1230.0,1.0,1,CLAIM,16-Apr-65,false,Yes,M,High School,Clerical,Private,Minivan,true,true,Highly Rural/ Rural
224701093,35.0,2,18570.0,134014.0,18,14290.0,1,0,2,0.0,10.0,0,NO_CLAIM,16-Apr-65,false,Yes,M,High School,Clerical,Private,Minivan,true,true,Highly Rural/ Rural
401200262,48.0,0,,252896.0,14,28560.0,13,5,1,0.0,10.0,0,NO_CLAIM,23-Sep-51,false,Yes,M,Bachelors,Professional,Commercial,Panel Truck,true,false,Highly Urban/ Urban
401200262,48.0,0,,252896.0,14,14030.0,4,0,0,0.0,10.0,0,NO_CLAIM,23-Sep-51,false,Yes,M,Bachelors,Professional,Commercial,Panel Truck,true,false,Highly Urban/ Urban
926073051,44.0,2,24060.0,0.0,24,14220.0,4,0,0,3532.0,10.0,1,CLAIM,12-Oct-55,true,No,M,Bachelors,Clerical,Private,Minivan,false,false,Highly Urban/ Urban
45830738,33.0,4,20822.0,76022.0,46,6880.0,13,3,0,866.0,1.0,1,CLAIM,25-Jul-66,false,Yes,F,High School,Home Maker,Private,SUV,false,false,Highly Urban/ Urban
997497927,32.0,3,54968.0,146784.0,20,10040.0,4,0,0,0.0,8.0,0,NO_CLAIM,6-Dec-66,false,Yes,F,High School,Professional,Private,SUV,false,true,Highly Urban/ Urban
862203239,34.0,0,14194.0,87034.0,13,2920.0,4,3,2,7786.0,10.0,1,CLAIM,20-Oct-65,false,No,F,High School,Clerical,Private,Sports Car,false,true,Highly Urban/ Urban
116102677,38.0,4,2149.0,72889.0,35,22690.0,10,0,2,0.0,1.0,0,NO_CLAIM,6-Nov-61,false,Yes,F,High School,Home Maker,Private,Pickup,false,false,Highly Urban/ Urban
116102677,39.0,4,20075.0,117035.0,21,5400.0,7,0,0,0.0,8.0,0,NO_CLAIM,6-Nov-61,false,Yes,F,High School,Home Maker,Private,Pickup,false,false,Highly Urban/ Urban
635101571,35.0,2,,0.0,43,9730.0,5,0,4,5426.0,4.0,1,CLAIM,18-Feb-64,true,No,F,High School,Blue Collar,Private,SUV,false,false,Highly Urban/ Urban
793404097,44.0,2,45576.0,156623.0,27,1500.0,4,1,8,0.0,,0,NO_CLAIM,2-Jan-55,false,Yes,F,High School,Blue Collar,Private,Sports Car,false,false,Highly Urban/ Urban
62434528,43.0,3,137103.0,0.0,29,19510.0,1,3,0,4148.0,15.0,1,CLAIM,10-May-56,true,No,F,Masters,Manager,Private,Sports Car,false,false,Highly Urban/ Urban
935079846,49.0,0,,0.0,31,33710.0,3,2,2,0.0,18.0,0,NO_CLAIM,5-Sep-50,false,No,M,PhD,,Commercial,Panel Truck,false,true,Highly Urban/ Urban
948288985,46.0,0,79538.0,0.0,13,14050.0,3,0,2,0.0,11.0,0,NO_CLAIM,25-Oct-53,false,No,F,Bachelors,Manager,Private,Minivan,false,true,Highly Urban/ Urban
396323054,45.0,1,185836.0,509115.0,28,10250.0,1,3,6,0.0,20.0,0,NO_CLAIM,3-Dec-53,false,Yes,F,PhD,Lawyer,Private,SUV,false,false,Highly Urban/ Urban
299024508,46.0,0,,397661.0,22,33320.0,4,0,1,0.0,12.0,0,NO_CLAIM,1-Jan-53,false,No,M,Masters,,Commercial,Panel Truck,true,true,Highly Urban/ Urban
39392545,45.0,0,61931.0,213530.0,30,10910.0,13,2,0,0.0,,0,NO_CLAIM,8-Nov-54,false,Yes,M,Masters,,Commercial,Pickup,true,false,Highly Urban/ Urban
536604822,48.0,0,61509.0,195438.0,40,23230.0,6,0,1,0.0,17.0,0,NO_CLAIM,23-Jul-51,false,Yes,M,Masters,,Commercial,Panel Truck,true,false,Highly Urban/ Urban
536604822,49.0,0,94283.0,270384.0,35,29550.0,1,0,1,0.0,19.0,0,NO_CLAIM,23-Jul-51,false,Yes,M,Masters,,Commercial,Panel Truck,true,false,Highly Urban/ Urban
429992959,63.0,0,74426.0,0.0,11,27600.0,1,0,0,0.0,18.0,0,NO_CLAIM,16-Sep-36,false,No,F,PhD,Doctor,Private,SUV,false,false,Highly Urban/ Urban
160577728,44.0,0,74722.0,231034.0,9,23640.0,6,0,0,0.0,1.0,0,NO_CLAIM,18-Feb-55,false,Yes,F,Bachelors,Professional,Private,Minivan,false,false,Highly Urban/ Urban
108385737,45.0,2,102393.0,0.0,25,1500.0,1,0,2,2371.0,11.0,1,CLAIM,7-Mar-54,true,No,M,Bachelors,Professional,Private,Minivan,true,false,Highly Urban/ Urban
414142186,62.0,0,40656.0,208242.0,57,9170.0,4,2,2,4178.0,7.0,1,CLAIM,17-Sep-37,false,Yes,F,High School,Clerical,Private,Sports Car,false,true,Highly Urban/ Urban
421217157,48.0,0,0.0,98920.0,50,8660.0,3,2,3,0.0,,0,NO_CLAIM,24-Nov-50,false,Yes,F,High School,Home Maker,Private,Sports Car,false,false,Highly Urban/ Urban
935010485,37.0,2,,205211.0,43,5200.0,1,1,1,4804.0,3.0,1,CLAIM,10-Feb-62,false,Yes,F,Bachelors,Blue Collar,Commercial,SUV,false,false,Highly Urban/ Urban
537840281,35.0,0,29371.0,0.0,49,4860.0,10,0,0,0.0,1.0,0,NO_CLAIM,27-Aug-64,false,No,F,High School,Clerical,Private,Sports Car,false,false,Highly Urban/ Urban
537840281,36.0,0,36990.0,0.0,35,5100.0,11,0,0,0.0,1.0,0,NO_CLAIM,27-Aug-64,false,No,F,High School,Clerical,Private,Sports Car,false,false,Highly Urban/ Urban
748139140,48.0,0,31773.0,165090.0,14,9640.0,13,1,4,1354.0,1.0,1,CLAIM,13-Aug-51,false,Yes,M,High School,Clerical,Commercial,Pickup,false,false,Highly Urban/ Urban
748139140,51.0,0,16818.0,113607.0,19,39520.0,6,0,0,0.0,1.0,0,NO_CLAIM,13-Aug-51,false,Yes,M,High School,Clerical,Commercial,Pickup,false,false,Highly Urban/ Urban
601118153,39.0,0,33727.0,0.0,27,10850.0,1,1,2,0.0,12.0,0,NO_CLAIM,26-Dec-59,false,No,F,Bachelors,Clerical,Private,SUV,false,false,Highly Urban/ Urban
808304017,49.0,0,0.0,159389.0,42,6400.0,10,1,6,0.0,14.0,0,NO_CLAIM,30-May-50,false,Yes,F,Masters,Professional,Private,SUV,false,false,Highly Urban/ Urban
803325269,44.0,2,139330.0,316900.0,35,22050.0,10,0,0,0.0,1.0,0,NO_CLAIM,24-Jul-55,true,No,F,High School,Blue Collar,Commercial,Sports Car,false,false,Highly Rural/ Rural
701235200,50.0,0,163296.0,447616.0,42,22830.0,1,0,0,0.0,14.0,0,NO_CLAIM,22-Dec-48,false,No,F,PhD,Lawyer,Private,Minivan,false,false,Highly Rural/ Rural
916609661,30.0,1,17455.0,140978.0,50,12380.0,13,0,0,0.0,6.0,0,NO_CLAIM,3-Oct-69,true,No,F,High School,Blue Collar,Private,Minivan,false,false,Highly Rural/ Rural
916609661,30.0,1,17455.0,140978.0,50,12490.0,6,0,1,0.0,6.0,0,NO_CLAIM,3-Oct-69,true,No,F,High School,Blue Collar,Private,Minivan,false,false,Highly Rural/ Rural
469714824,54.0,0,71007.0,240833.0,61,14000.0,6,0,0,0.0,11.0,0,NO_CLAIM,3-Nov-45,false,Yes,M,Bachelors,Manager,Private,Minivan,false,false,Highly Urban/ Urban
469714824,55.0,0,76118.0,242287.0,61,14000.0,1,0,1,0.0,6.0,0,NO_CLAIM,3-Nov-45,false,Yes,M,Bachelors,Manager,Private,Minivan,false,false,Highly Urban/ Urban
46606719,38.0,0,0.0,0.0,41,17470.0,10,2,5,0.0,6.0,0,NO_CLAIM,6-Sep-61,false,Yes,M,High School,Student,Commercial,Van,false,false,Highly Rural/ Rural
454040458,53.0,0,38036.0,153381.0,32,13140.0,1,0,4,2425.0,1.0,1,CLAIM,9-Apr-46,false,Yes,F,High School,Blue Collar,Commercial,SUV,false,false,Highly Urban/ Urban
951246359,53.0,0,41199.0,150933.0,21,15360.0,1,0,0,0.0,8.0,0,NO_CLAIM,30-Mar-46,false,No,F,Bachelors,Manager,Private,SUV,false,false,Highly Urban/ Urban
951246359,54.0,0,50624.0,0.0,50,9070.0,1,0,1,0.0,6.0,0,NO_CLAIM,30-Mar-46,false,No,F,Bachelors,Manager,Private,SUV,false,false,Highly Urban/ Urban
389315422,29.0,1,38042.0,202967.0,15,15160.0,6,0,0,0.0,1.0,0,NO_CLAIM,28-Nov-69,true,No,M,High School,Professional,Private,Minivan,false,false,Highly Urban/ Urban
180660768,58.0,0,91223.0,0.0,23,10620.0,6,0,0,0.0,,0,NO_CLAIM,20-Jan-41,false,No,M,Masters,Lawyer,Private,Pickup,false,false,Highly Urban/ Urban
180660768,60.0,0,,290875.0,44,22780.0,4,1,0,5190.0,22.0,1,CLAIM,20-Jan-41,false,No,M,Masters,Lawyer,Private,Pickup,false,false,Highly Urban/ Urban
184578161,55.0,0,45787.0,173196.0,5,19380.0,6,0,0,0.0,13.0,0,NO_CLAIM,25-Jul-44,false,Yes,F,Masters,Lawyer,Private,Minivan,false,false,Highly Urban/ Urban
184578161,55.0,0,45787.0,173196.0,5,11580.0,9,1,5,0.0,13.0,0,NO_CLAIM,25-Jul-44,false,Yes,F,Masters,Lawyer,Private,Minivan,false,false,Highly Urban/ Urban
59798468,55.0,0,84964.0,227091.0,21,5760.0,1,2,6,0.0,11.0,0,NO_CLAIM,17-Sep-44,false,Yes,M,Bachelors,Blue Collar,Commercial,Pickup,true,false,Highly Urban/ Urban
957817015,56.0,0,38240.0,190675.0,28,16220.0,4,0,0,0.0,,0,NO_CLAIM,4-Nov-43,false,Yes,F,High School,Clerical,Private,SUV,false,false,Highly Rural/ Rural
